598759 	 582942 	 13 
671269 	 590258 	 6 
593317 	 534085 	 8 
657985 	 453405 	 6 
608557 	 590278 	 13 
623004 	 508050 	 8 
601900 	 569391 	 13 
641031 	 593074 	 13 
589658 	 640498 	 13 
567565 	 573952 	 13 
559078 	 570088 	 13 
639431 	 588155 	 13 
566609 	 537592 	 8 
568570 	 579335 	 13 
660650 	 615038 	 6 
667639 	 571164 	 6 
596796 	 529933 	 8 
606111 	 617846 	 13 
616060 	 590779 	 13 
602873 	 527864 	 8 
571334 	 594145 	 13 
602167 	 543919 	 8 
605100 	 573307 	 13 
546640 	 560043 	 13 
585195 	 555011 	 13 
651740 	 589474 	 6 
589112 	 536573 	 8 
582057 	 543124 	 8 
690968 	 555952 	 6 
609030 	 552436 	 8 
632125 	 541413 	 8 
603445 	 630598 	 13 
628264 	 616214 	 13 
577242 	 574073 	 13 
604090 	 574392 	 13 
607911 	 576556 	 13 
600665 	 638890 	 13 
600117 	 539079 	 8 
631182 	 565466 	 8 
695646 	 652231 	 6 
619445 	 567491 	 13 
613191 	 571942 	 13 
567428 	 580005 	 13 
590583 	 623314 	 13 
606289 	 670243 	 13 
585175 	 574133 	 13 
634967 	 579020 	 13 
614615 	 574437 	 13 
593061 	 579188 	 13 
606933 	 576409 	 13 
606587 	 573873 	 13 
594084 	 629464 	 13 
683697 	 581516 	 6 
601530 	 577183 	 13 
603055 	 589818 	 13 
616561 	 619007 	 13 
607463 	 477085 	 8 
611581 	 572630 	 13 
579712 	 568354 	 13 
602887 	 595245 	 13 
600039 	 557139 	 8 
605913 	 579526 	 13 
579773 	 568698 	 13 
606324 	 544357 	 8 
605958 	 573728 	 13 
606144 	 575076 	 13 
667472 	 570571 	 6 
580048 	 565009 	 13 
597802 	 576113 	 13 
610263 	 574422 	 13 
603855 	 575180 	 13 
624369 	 532153 	 8 
599870 	 591110 	 13 
577167 	 617095 	 13 
658403 	 611332 	 6 
563460 	 480559 	 8 
610980 	 522819 	 8 
569422 	 567790 	 13 
627727 	 578737 	 13 
592804 	 584539 	 13 
540783 	 626497 	 13 
591823 	 639096 	 13 
637323 	 549567 	 8 
638078 	 629421 	 13 
611315 	 560757 	 8 
647103 	 573853 	 6 
522993 	 595581 	 13 
601187 	 531825 	 8 
533799 	 564377 	 13 
649034 	 528813 	 6 
620975 	 564344 	 8 
622407 	 583192 	 13 
597026 	 642918 	 13 
551291 	 576721 	 13 
608768 	 610525 	 13 
697959 	 614701 	 6 
658281 	 582264 	 6 
546632 	 599204 	 13 
672565 	 564468 	 6 
636500 	 587401 	 13 
696144 	 548705 	 6 
533551 	 582247 	 13 
526802 	 551524 	 13 
553038 	 606418 	 13 
696601 	 603624 	 6 
588964 	 597435 	 13 
716139 	 621721 	 6 
608529 	 586311 	 13 
557378 	 567033 	 13 
589994 	 610890 	 13 
589344 	 563119 	 13 
624415 	 515911 	 8 
565483 	 551512 	 13 
584895 	 574666 	 13 
582777 	 542670 	 8 
639394 	 576728 	 13 
608298 	 573748 	 13 
663578 	 586265 	 6 
628080 	 562986 	 8 
597421 	 554767 	 8 
595193 	 576508 	 13 
658103 	 572250 	 6 
659529 	 498474 	 6 
606415 	 581386 	 13 
641976 	 577433 	 6 
587466 	 564953 	 13 
589180 	 595099 	 13 
601885 	 573083 	 13 
580561 	 528916 	 8 
621726 	 578003 	 13 
558817 	 576255 	 13 
620213 	 574468 	 13 
594010 	 570095 	 13 
541976 	 512639 	 8 
593840 	 578685 	 13 
602667 	 575857 	 13 
631446 	 561156 	 8 
596481 	 567449 	 13 
611318 	 581584 	 13 
568546 	 564911 	 13 
593865 	 572987 	 13 
597017 	 575588 	 13 
578804 	 573582 	 13 
673750 	 594081 	 6 
592714 	 553958 	 8 
594029 	 586701 	 13 
668502 	 563937 	 6 
629533 	 537542 	 8 
801539 	 318482 	 14 
801667 	 318542 	 14 
814045 	 332998 	 14 
800479 	 321640 	 14 
757470 	 224976 	 1 
844536 	 424646 	 14 
797105 	 316002 	 14 
779956 	 271501 	 14 
797205 	 313318 	 14 
801323 	 316240 	 14 
783666 	 262902 	 1 
806131 	 312752 	 14 
830658 	 368694 	 14 
802482 	 335269 	 14 
801910 	 325434 	 14 
808062 	 337340 	 14 
789833 	 304422 	 14 
803603 	 327255 	 14 
800865 	 312968 	 14 
802237 	 318526 	 14 
803959 	 315173 	 14 
800123 	 312312 	 14 
780927 	 285057 	 14 
797242 	 324588 	 14 
801551 	 320544 	 14 
809182 	 319115 	 14 
801931 	 317202 	 14 
870801 	 476330 	 14 
820327 	 352701 	 14 
801093 	 317509 	 14 
798523 	 324500 	 14 
805237 	 318655 	 14 
803375 	 311620 	 14 
801441 	 323812 	 14 
797313 	 317527 	 14 
788220 	 301915 	 14 
790395 	 300024 	 14 
817135 	 349925 	 14 
797787 	 301470 	 14 
804630 	 332333 	 14 
808710 	 330379 	 14 
802111 	 320817 	 14 
796375 	 309563 	 14 
819768 	 346596 	 14 
814605 	 354382 	 14 
800565 	 319364 	 14 
802089 	 313456 	 14 
814401 	 341234 	 14 
796609 	 319691 	 14 
776131 	 248465 	 1 
803464 	 329093 	 14 
802646 	 317894 	 14 
809550 	 327365 	 14 
795322 	 311178 	 14 
830450 	 393096 	 14 
778414 	 260729 	 1 
800041 	 318331 	 14 
802814 	 320130 	 14 
802738 	 312234 	 14 
823913 	 369439 	 14 
803386 	 318982 	 14 
812869 	 346251 	 14 
798904 	 324420 	 14 
800447 	 331643 	 14 
807446 	 342555 	 14 
804251 	 329956 	 14 
797594 	 302109 	 14 
803448 	 314797 	 14 
765502 	 240340 	 1 
795527 	 315510 	 14 
794640 	 313497 	 14 
808717 	 335740 	 14 
790932 	 305223 	 14 
816852 	 352965 	 14 
826228 	 376658 	 14 
795299 	 312036 	 14 
808686 	 332209 	 14 
809594 	 344872 	 14 
799275 	 324108 	 14 
878184 	 487392 	 14 
798472 	 322218 	 14 
824822 	 367091 	 14 
746769 	 205186 	 1 
756701 	 207223 	 1 
795489 	 287279 	 14 
800483 	 320713 	 14 
783491 	 288029 	 14 
797162 	 306135 	 14 
800272 	 316170 	 14 
806827 	 324616 	 14 
802853 	 314938 	 14 
800804 	 316615 	 14 
813173 	 354777 	 14 
801588 	 319814 	 14 
797400 	 315778 	 14 
823840 	 368410 	 14 
811391 	 343836 	 14 
801055 	 321833 	 14 
804038 	 306622 	 14 
803780 	 334441 	 14 
834173 	 386159 	 14 
802784 	 313853 	 14 
807293 	 347456 	 14 
817119 	 336333 	 14 
786635 	 269352 	 14 
824624 	 381716 	 14 
797415 	 319840 	 14 
800772 	 325023 	 14 
806626 	 318966 	 14 
800845 	 311838 	 14 
769386 	 259892 	 1 
797272 	 324228 	 14 
807409 	 325526 	 14 
795836 	 291870 	 14 
798321 	 319665 	 14 
805372 	 313397 	 14 
790738 	 308028 	 14 
800667 	 315995 	 14 
795205 	 316433 	 14 
809054 	 345541 	 14 
808452 	 320117 	 14 
779897 	 279572 	 14 
782642 	 275308 	 14 
797569 	 321799 	 14 
801751 	 318110 	 14 
787644 	 297715 	 14 
807401 	 314610 	 14 
800677 	 310656 	 14 
800394 	 301473 	 14 
795571 	 310093 	 14 
814158 	 335578 	 14 
811913 	 325091 	 14 
806982 	 316680 	 14 
775604 	 274485 	 6 
800133 	 327081 	 14 
806511 	 313841 	 14 
803796 	 314893 	 14 
802012 	 318315 	 14 
826789 	 377676 	 14 
814108 	 344096 	 14 
804354 	 309671 	 14 
807017 	 330432 	 14 
803774 	 334756 	 14 
817410 	 346944 	 14 
841928 	 398948 	 14 
816145 	 349032 	 14 
818622 	 370753 	 14 
786245 	 292352 	 14 
784164 	 285702 	 14 
805390 	 319676 	 14 
790774 	 303642 	 14 
803277 	 319525 	 14 
833182 	 379714 	 14 
773023 	 251826 	 1 
801609 	 320399 	 14 
778965 	 282290 	 14 
814317 	 333112 	 14 
805080 	 323708 	 14 
801080 	 318049 	 14 
799724 	 318884 	 14 
798059 	 316113 	 14 
806176 	 320301 	 14 
769876 	 257669 	 1 
825716 	 373098 	 14 
791983 	 298565 	 14 
801386 	 313545 	 14 
804871 	 317801 	 14 
810903 	 332925 	 14 
838276 	 395673 	 14 
810543 	 341180 	 14 
777978 	 252419 	 1 
820258 	 351165 	 14 
801997 	 319385 	 14 
779437 	 281959 	 14 
810253 	 323873 	 14 
794826 	 309589 	 14 
814280 	 344223 	 14 
832651 	 373469 	 14 
794142 	 306704 	 14 
802041 	 319504 	 14 
804190 	 320706 	 14 
798983 	 325682 	 14 
840462 	 402858 	 14 
799912 	 323363 	 14 
804119 	 328544 	 14 
804358 	 320802 	 14 
803057 	 331037 	 14 
803031 	 325811 	 14 
784151 	 283760 	 14 
800444 	 311497 	 14 
802004 	 317772 	 14 
803470 	 319069 	 14 
811277 	 335577 	 14 
803332 	 315488 	 14 
800037 	 317963 	 14 
813436 	 360446 	 14 
800694 	 316789 	 14 
838129 	 404012 	 14 
764997 	 249477 	 1 
800316 	 311699 	 14 
806848 	 320541 	 14 
805462 	 317833 	 14 
798308 	 312788 	 14 
802655 	 316263 	 14 
801456 	 320080 	 14 
801309 	 318213 	 14 
840886 	 397888 	 14 
829529 	 375007 	 14 
830805 	 370801 	 14 
804979 	 334141 	 14 
804013 	 316083 	 14 
808489 	 317021 	 14 
770113 	 241615 	 1 
804332 	 319006 	 14 
833661 	 389733 	 14 
797834 	 297329 	 14 
794956 	 309980 	 14 
801232 	 307078 	 14 
809552 	 342258 	 14 
794615 	 305632 	 14 
809259 	 345634 	 14 
811502 	 355939 	 14 
801301 	 316893 	 14 
803370 	 318247 	 14 
804702 	 315881 	 14 
797009 	 293194 	 14 
813791 	 334609 	 14 
812965 	 330224 	 14 
826048 	 374236 	 14 
800959 	 322309 	 14 
803405 	 317316 	 14 
802254 	 320673 	 14 
783116 	 265635 	 14 
798633 	 317300 	 14 
801482 	 327644 	 14 
798612 	 326404 	 14 
799001 	 302014 	 14 
802537 	 312497 	 14 
799794 	 315080 	 14 
793892 	 313943 	 14 
804691 	 332987 	 14 
793855 	 298525 	 14 
796952 	 318633 	 14 
800655 	 320227 	 14 
801780 	 318992 	 14 
805977 	 320805 	 14 
796916 	 323332 	 14 
820904 	 351763 	 14 
808405 	 318841 	 14 
765283 	 249459 	 1 
824212 	 363776 	 14 
798981 	 311092 	 14 
797178 	 310439 	 14 
800582 	 316980 	 14 
803839 	 310353 	 14 
796283 	 315582 	 14 
801145 	 317601 	 14 
801662 	 318423 	 14 
801782 	 318281 	 14 
803377 	 319212 	 14 
803932 	 318781 	 14 
806192 	 337849 	 14 
789583 	 287700 	 14 
801586 	 318947 	 14 
804251 	 331304 	 14 
799667 	 316830 	 14 
759789 	 229116 	 1 
799021 	 326404 	 14 
793684 	 312065 	 14 
806320 	 315242 	 14 
786234 	 267976 	 14 
821151 	 366545 	 14 
801903 	 312794 	 14 
782506 	 279930 	 14 
803627 	 319323 	 14 
794991 	 291216 	 14 
794667 	 315069 	 14 
799291 	 317500 	 14 
798243 	 324160 	 14 
804408 	 337683 	 14 
818119 	 348676 	 14 
810502 	 336169 	 14 
793560 	 285392 	 14 
801326 	 315779 	 14 
808644 	 326320 	 14 
813645 	 328765 	 14 
800966 	 317165 	 14 
797111 	 302781 	 14 
802431 	 322048 	 14 
811061 	 333595 	 14 
786719 	 283364 	 14 
773955 	 239849 	 1 
803701 	 321815 	 14 
783110 	 289805 	 14 
800235 	 316652 	 14 
807421 	 317527 	 14 
797947 	 319734 	 14 
805035 	 317469 	 14 
801166 	 322298 	 14 
846693 	 429031 	 14 
801493 	 322249 	 14 
806087 	 326636 	 14 
810657 	 329468 	 14 
801313 	 300606 	 14 
800390 	 309948 	 14 
801634 	 318965 	 14 
799197 	 314215 	 14 
795254 	 296488 	 14 
807696 	 320548 	 14 
800461 	 326821 	 14 
801174 	 320442 	 14 
809781 	 326904 	 14 
826585 	 366934 	 14 
804429 	 312164 	 14 
788005 	 292268 	 14 
801183 	 316191 	 14 
378274 	 816341 	 2 
406233 	 813072 	 2 
401478 	 785370 	 2 
448651 	 847994 	 2 
434440 	 822866 	 2 
369199 	 734895 	 2 
413241 	 771595 	 2 
369418 	 733394 	 2 
378563 	 789670 	 2 
424190 	 780052 	 2 
415993 	 776671 	 2 
421352 	 799127 	 2 
432656 	 783776 	 2 
383032 	 788008 	 2 
414377 	 771258 	 2 
425260 	 773661 	 2 
469139 	 810971 	 2 
442979 	 803024 	 2 
347079 	 803582 	 2 
412797 	 803180 	 2 
352874 	 807952 	 2 
442286 	 755194 	 2 
416433 	 786159 	 2 
419700 	 793447 	 2 
422961 	 821595 	 2 
400008 	 789447 	 2 
429586 	 775621 	 2 
457561 	 788245 	 2 
415417 	 785827 	 2 
389552 	 750700 	 2 
415598 	 786499 	 2 
443447 	 783977 	 2 
404792 	 749210 	 2 
389392 	 730768 	 2 
473485 	 847098 	 2 
491614 	 778997 	 13 
437483 	 785130 	 2 
452570 	 848127 	 2 
417197 	 778243 	 2 
405986 	 787439 	 2 
437568 	 794323 	 2 
420319 	 794333 	 2 
418963 	 746595 	 2 
469422 	 822619 	 2 
397688 	 762902 	 2 
418149 	 790096 	 2 
407289 	 798870 	 2 
360319 	 778673 	 2 
473799 	 795167 	 2 
445199 	 763833 	 2 
446537 	 828924 	 2 
410019 	 732704 	 3 
396540 	 815936 	 2 
407694 	 718592 	 3 
417091 	 792545 	 2 
442260 	 754050 	 2 
411526 	 784658 	 2 
407814 	 765816 	 2 
394022 	 803914 	 2 
481133 	 781413 	 13 
396118 	 794614 	 2 
458538 	 786673 	 2 
419721 	 789724 	 2 
424476 	 781552 	 2 
377720 	 727349 	 2 
448336 	 789445 	 2 
412227 	 787450 	 2 
408745 	 824896 	 2 
417016 	 774869 	 2 
395274 	 786698 	 2 
412541 	 806622 	 2 
412109 	 735920 	 2 
407023 	 787385 	 2 
376660 	 815936 	 2 
396548 	 784388 	 2 
508535 	 830710 	 13 
414014 	 816460 	 2 
440782 	 782395 	 2 
436951 	 814456 	 2 
393758 	 750953 	 2 
418410 	 795929 	 2 
425991 	 787029 	 2 
414562 	 787355 	 2 
408712 	 803987 	 2 
377858 	 811790 	 2 
417169 	 792321 	 2 
460371 	 780609 	 2 
388873 	 746909 	 2 
395641 	 808571 	 2 
386436 	 791388 	 2 
440667 	 768761 	 2 
438437 	 730300 	 3 
370839 	 727884 	 2 
422917 	 781112 	 2 
391555 	 789079 	 2 
402666 	 814060 	 2 
474368 	 812039 	 2 
406176 	 760860 	 2 
463768 	 793154 	 2 
446307 	 796523 	 2 
402309 	 786873 	 2 
413946 	 786971 	 2 
425053 	 790566 	 2 
416926 	 785113 	 2 
424023 	 737453 	 3 
417447 	 782955 	 2 
415672 	 787824 	 2 
416019 	 787562 	 2 
417515 	 787648 	 2 
459230 	 803720 	 2 
447833 	 819282 	 2 
418199 	 851439 	 2 
417393 	 771537 	 2 
441415 	 780207 	 2 
399634 	 751940 	 2 
373360 	 784232 	 2 
419227 	 779215 	 2 
434717 	 808225 	 2 
397669 	 792218 	 2 
412028 	 773494 	 2 
407504 	 803363 	 2 
365147 	 790525 	 2 
459328 	 805961 	 2 
429472 	 860855 	 2 
480128 	 785580 	 13 
344915 	 702496 	 3 
410969 	 770451 	 2 
407460 	 791404 	 2 
420476 	 750495 	 2 
397747 	 792207 	 2 
408428 	 771823 	 2 
397806 	 749559 	 2 
426040 	 825049 	 2 
407565 	 766203 	 2 
414317 	 828815 	 2 
410610 	 765111 	 2 
412388 	 784064 	 2 
406337 	 750353 	 2 
422419 	 754048 	 2 
416039 	 730594 	 3 
414512 	 793966 	 2 
398478 	 822297 	 2 
424375 	 721868 	 3 
403890 	 792420 	 2 
400902 	 772920 	 2 
402367 	 782997 	 2 
472917 	 830363 	 2 
418621 	 840463 	 2 
329002 	 727685 	 2 
418618 	 811618 	 2 
425356 	 745471 	 2 
470922 	 770669 	 13 
400598 	 790903 	 2 
412851 	 774986 	 2 
492415 	 829655 	 2 
400079 	 749617 	 2 
417673 	 785965 	 2 
424720 	 768456 	 2 
386415 	 801444 	 2 
426689 	 788562 	 2 
430747 	 776261 	 2 
405714 	 781619 	 2 
429220 	 787348 	 2 
427850 	 762201 	 2 
434080 	 785264 	 2 
473514 	 788780 	 13 
412386 	 777312 	 2 
430686 	 844506 	 2 
409142 	 811927 	 2 
422198 	 724557 	 3 
392185 	 713763 	 3 
412677 	 786951 	 2 
399149 	 784376 	 2 
382693 	 749680 	 2 
527515 	 831478 	 13 
448519 	 805219 	 2 
430779 	 770145 	 2 
413556 	 758080 	 2 
392140 	 769924 	 2 
416855 	 794023 	 2 
389713 	 772742 	 2 
398498 	 776720 	 2 
473727 	 807244 	 2 
389410 	 788256 	 2 
377230 	 790154 	 2 
415564 	 784464 	 2 
456799 	 844976 	 2 
444336 	 820061 	 2 
404359 	 783919 	 2 
453154 	 776082 	 2 
425019 	 759577 	 2 
415895 	 775793 	 2 
420083 	 787815 	 2 
506612 	 858859 	 2 
436648 	 859634 	 2 
403522 	 785432 	 2 
401407 	 759648 	 2 
403852 	 792473 	 2 
367398 	 701756 	 3 
412453 	 784453 	 2 
382124 	 786262 	 2 
416884 	 786845 	 2 
448865 	 836781 	 2 
383821 	 808301 	 2 
414249 	 796590 	 2 
457338 	 789952 	 2 
396276 	 785999 	 2 
390282 	 789593 	 2 
409417 	 758123 	 2 
397561 	 815245 	 2 
397137 	 742547 	 2 
402891 	 801910 	 2 
385257 	 791581 	 2 
409628 	 833942 	 2 
369249 	 797068 	 2 
460942 	 779073 	 2 
423146 	 737571 	 3 
420509 	 788730 	 2 
422736 	 790806 	 2 
401492 	 790336 	 2 
394018 	 799506 	 2 
385140 	 796221 	 2 
430243 	 781020 	 2 
416775 	 806826 	 2 
425796 	 795608 	 2 
411488 	 837715 	 2 
433989 	 765343 	 2 
415806 	 783594 	 2 
417023 	 771194 	 2 
415270 	 775605 	 2 
391163 	 811977 	 2 
405350 	 762342 	 2 
414860 	 773921 	 2 
371779 	 814715 	 2 
415631 	 805010 	 2 
387951 	 813315 	 2 
472691 	 802678 	 2 
471930 	 844046 	 2 
432892 	 815223 	 2 
366654 	 802105 	 2 
411721 	 717873 	 3 
426115 	 814461 	 2 
375997 	 806621 	 2 
385561 	 718324 	 3 
375573 	 809249 	 2 
437958 	 784801 	 2 
363857 	 784086 	 2 
430138 	 818594 	 2 
435085 	 791564 	 2 
414036 	 742189 	 2 
425611 	 793420 	 2 
439793 	 740773 	 3 
467107 	 817914 	 2 
387631 	 749416 	 2 
430001 	 765803 	 2 
384225 	 784381 	 2 
417146 	 822655 	 2 
427371 	 819417 	 2 
399587 	 792459 	 2 
474648 	 778810 	 13 
345692 	 788190 	 2 
409515 	 756149 	 2 
469782 	 780552 	 13 
468229 	 827985 	 2 
414951 	 852935 	 2 
409701 	 750741 	 2 
442826 	 795974 	 2 
459556 	 818479 	 2 
423311 	 813081 	 2 
476144 	 772131 	 13 
391976 	 789416 	 2 
448649 	 813885 	 2 
496658 	 816784 	 13 
410336 	 767856 	 2 
430167 	 811490 	 2 
357467 	 797530 	 2 
404220 	 785798 	 2 
446368 	 763341 	 2 
439514 	 758221 	 2 
424145 	 743433 	 2 
470062 	 771204 	 13 
421187 	 779726 	 2 
396617 	 801039 	 2 
394708 	 739061 	 2 
394912 	 755947 	 2 
425950 	 788228 	 2 
408283 	 806161 	 2 
419520 	 778231 	 2 
441950 	 785934 	 2 
409814 	 836083 	 2 
395817 	 788858 	 2 
422776 	 808328 	 2 
363959 	 810632 	 2 
422943 	 804253 	 2 
407626 	 771304 	 2 
347933 	 797148 	 2 
457554 	 795861 	 2 
394274 	 837428 	 2 
445674 	 768552 	 2 
416359 	 786189 	 2 
419485 	 804779 	 2 
376176 	 795539 	 2 
349378 	 805118 	 2 
456566 	 743012 	 13 
484407 	 809641 	 2 
403329 	 717870 	 3 
392795 	 817694 	 2 
372621 	 772258 	 2 
461751 	 817277 	 2 
489182 	 773934 	 13 
427388 	 815258 	 2 
418155 	 819422 	 2 
437035 	 755506 	 2 
416444 	 783624 	 2 
777811 	 751059 	 0 
823974 	 725025 	 0 
749723 	 781756 	 0 
875160 	 698897 	 0 
828194 	 742074 	 0 
800913 	 749332 	 0 
831165 	 783383 	 0 
793019 	 764859 	 0 
810467 	 706465 	 0 
803540 	 754792 	 0 
844662 	 654835 	 14 
803962 	 731228 	 0 
823065 	 733789 	 0 
822156 	 732296 	 0 
811389 	 723618 	 0 
779936 	 774397 	 0 
854769 	 713941 	 0 
803457 	 735855 	 0 
790712 	 745884 	 0 
815652 	 733433 	 0 
841289 	 701474 	 0 
832054 	 751330 	 0 
786032 	 701427 	 0 
824835 	 704997 	 0 
832886 	 781206 	 0 
818063 	 797960 	 0 
857620 	 709386 	 0 
828589 	 652430 	 14 
836727 	 737798 	 0 
776000 	 780347 	 0 
824098 	 714042 	 0 
830583 	 710990 	 0 
862189 	 735684 	 0 
815131 	 704478 	 0 
828478 	 655405 	 0 
784838 	 771499 	 0 
880362 	 706363 	 0 
767482 	 727417 	 0 
825070 	 734215 	 0 
813781 	 738344 	 0 
840863 	 737972 	 0 
840943 	 739611 	 0 
828276 	 762021 	 0 
822883 	 728314 	 0 
854886 	 769396 	 0 
829623 	 732301 	 0 
835428 	 731189 	 0 
818338 	 800932 	 0 
823417 	 701523 	 0 
812152 	 689907 	 0 
829969 	 699565 	 0 
861563 	 661642 	 0 
816955 	 747629 	 0 
774526 	 757135 	 0 
803577 	 712231 	 0 
798056 	 714380 	 0 
881789 	 727577 	 0 
858867 	 700187 	 0 
834996 	 728517 	 0 
839121 	 736259 	 0 
841045 	 738224 	 0 
840100 	 728839 	 0 
874544 	 686096 	 0 
862334 	 747768 	 0 
820253 	 714625 	 0 
817862 	 732248 	 0 
844729 	 682981 	 0 
846484 	 719360 	 0 
793669 	 724513 	 0 
821906 	 732848 	 0 
826465 	 646980 	 14 
820350 	 748217 	 0 
814540 	 707227 	 0 
838223 	 766380 	 0 
869471 	 745767 	 0 
816054 	 733183 	 0 
801177 	 737548 	 0 
848783 	 748980 	 0 
814105 	 723255 	 0 
838036 	 749612 	 0 
840270 	 725456 	 0 
789601 	 714058 	 0 
827169 	 708345 	 0 
789448 	 738035 	 0 
835030 	 668528 	 0 
848151 	 741869 	 0 
816091 	 747764 	 0 
801511 	 761094 	 0 
822670 	 689090 	 0 
873672 	 734440 	 0 
808153 	 737136 	 0 
755829 	 751858 	 0 
814697 	 729209 	 0 
832758 	 707452 	 0 
848264 	 762550 	 0 
799903 	 784535 	 0 
802674 	 727804 	 0 
828147 	 808738 	 0 
820707 	 705318 	 0 
824594 	 741664 	 0 
804474 	 747122 	 0 
823108 	 733302 	 0 
839514 	 728923 	 0 
827711 	 732798 	 0 
851644 	 721350 	 0 
816390 	 711340 	 0 
798007 	 723995 	 0 
790612 	 738038 	 0 
821909 	 728448 	 0 
865754 	 723314 	 0 
735295 	 814058 	 0 
877711 	 703850 	 0 
792990 	 685472 	 0 
809917 	 762429 	 0 
789388 	 712210 	 0 
879221 	 655497 	 14 
876935 	 684572 	 0 
819439 	 735945 	 0 
807929 	 730950 	 0 
850451 	 764015 	 0 
811748 	 766105 	 0 
824765 	 761114 	 0 
848586 	 789052 	 0 
812231 	 739235 	 0 
873532 	 712802 	 0 
842590 	 716861 	 0 
832798 	 734777 	 0 
817640 	 730018 	 0 
824322 	 744720 	 0 
777697 	 798253 	 0 
868493 	 677155 	 0 
805658 	 698630 	 0 
840349 	 790707 	 0 
796953 	 726378 	 0 
832589 	 782799 	 0 
817441 	 709397 	 0 
856029 	 730586 	 0 
805089 	 762512 	 0 
854628 	 773470 	 0 
846090 	 651306 	 14 
796943 	 674692 	 0 
827192 	 785316 	 0 
818209 	 719382 	 0 
795200 	 786424 	 0 
817777 	 724927 	 0 
846512 	 683647 	 0 
